SampleID,Animal,Fossil,Common_name,Order,Family,Species,Location,PopID,Date,Year,Data_set,Mass,Length,Sex,Age,Maturity,d13Coto,d18Ooto,d18Ow,d13CDIC,d13Cdiet
AABA 002,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,56.92877806,15,NA,NA,NA,-5.19,1.07,0,-1,-17.11
AABA 004,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,76.5328473,16.5,NA,NA,NA,-5.21,1.25,0,-1,-17.11
AABA 005,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,56.92877806,15,NA,NA,NA,-4.68,0.89,0,-1,-17.11
AABA 006,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,139.0726248,20,NA,NA,NA,-5.03,1.58,0,-1,-17.11
AABA 007,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,353.1034297,27,NA,NA,NA,-3.81,1.52,0,-1,-17.11
AABA 009,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,261.1479252,24.5,NA,NA,NA,-3.77,1.37,0,-1,-17.11
AABA 011,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,174.0839175,21.5,NA,NA,NA,-4.24,1.36,0,-1,-17.11
AABA 013,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,161.8192512,21,NA,NA,NA,-3.91,1.69,0,-1,-17.11
AABA 015,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,214.6329063,23,NA,NA,NA,-3.95,1.61,0,-1,-17.11
AABA 023,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,174.0839175,21.5,NA,NA,NA,-3.88,1.72,0,-1,-17.11
AABA 024,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,278.0531759,25,NA,NA,NA,-2.01,1.6,0,-1,-17.11
AABA 027,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,395.3119807,28,NA,NA,NA,-3.67,1.44,0,-1,-17.11
AABA 029,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,395.3119807,28,NA,NA,NA,-3.68,1.71,0,-1,-17.11
AABA 030,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,353.1034297,27,NA,NA,NA,-2.9,1.58,0,-1,-17.11
AABA 032,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,161.8192512,21,NA,NA,NA,-3.86,1.55,0,-1,-17.11
AABA 034,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,244.9534633,24,NA,NA,NA,-3.56,1.61,0,-1,-17.11
AABA 035,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,83.96562636,17,NA,NA,NA,-4.17,1.13,0,-1,-17.11
AABA 036,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,63.02974897,15.5,NA,NA,NA,-4.57,1.21,0,-1,-17.11
AABA 037,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,56.92877806,15,NA,NA,NA,-4.87,1.26,0,-1,-17.11
AABA 039,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,186.9638577,22,NA,NA,NA,-4.57,1.59,0,-1,-17.11
AABA 040,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,186.9638577,22,NA,NA,NA,-3.61,1.5,0,-1,-17.11
AABA 041,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,261.1479252,24.5,NA,NA,NA,-2.79,1.65,0,-1,-17.11
AABA 044,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,161.8192512,21,NA,NA,NA,-3.79,1.27,0,-1,-17.11
AABA 045,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,261.1479252,24.5,NA,NA,NA,-3.08,1.32,0,-1,-17.11
AABA 046,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,186.9638577,22,NA,NA,NA,-4.22,1.61,0,-1,-17.11
AABA 050,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,174.0839175,21.5,NA,NA,NA,-3.97,1.59,0,-1,-17.11
AABA 051,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,139.0726248,20,NA,NA,NA,-3.98,1.2,0,-1,-17.11
AABA 062,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,244.9534633,24,NA,NA,NA,-2.83,1.17,0,-1,-17.11
AABA 064,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Skye,LB_Skye,09/02/2024,2024,Wrasse,63.02974897,15.5,NA,NA,NA,-3.89,1.41,0,-1,-17.11
AACK 001,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,322.07009,25.5,F,NA,NA,-2.4,1.66,0,-1,-16.84
AACK 003,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,232.2176698,23,F,NA,NA,-2.38,2.05,0,-1,-16.84
AACK 007,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,363.8374867,26.5,M,NA,NA,-2.31,1.77,0,-1,-16.84
AACK 009,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,322.07009,25.5,M,NA,NA,-1.94,1.95,0,-1,-16.84
AACK 012,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,283.7099127,24.5,F,NA,NA,-2.1,2.03,0,-1,-16.84
AACK 013,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,161.2418462,20.5,F,NA,NA,-2.38,2.13,0,-1,-16.84
AACK 015,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,126.7263533,19,F,NA,NA,-2.61,1.8,0,-1,-16.84
AACK 017,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,89.07197938,17,F,NA,NA,-3.45,1.37,0,-1,-16.84
AACK 019,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,232.2176698,23,F,NA,NA,-2.17,1.6,0,-1,-16.84
AACK 020,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,42.89197743,13.5,F,NA,NA,-3.4,1.58,0,-1,-16.84
AACK 021,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,81.02930722,16.5,F,NA,NA,-2.18,1.97,0,-1,-16.84
AACK 022,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,433.2204828,28,M,NA,NA,-2.38,1.97,0,-1,-16.84
AACK 023,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,38.05558912,13,F,NA,NA,-4.1,1.54,0,-1,-16.84
AACK 025,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,201.6962951,22,F,NA,NA,-2.51,1.77,0,-1,-16.84
AACK 027,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,363.8374867,26.5,M,NA,NA,-2.28,1.89,0,-1,-16.84
AACK 028,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,29.52722087,12,F,NA,NA,-3.83,1.45,0,-1,-16.84
AACK 031,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,38.05558912,13,F,NA,NA,-3.78,1.37,0,-1,-16.84
AACK 033,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,38.05558912,13,F,NA,NA,-3.65,1.37,0,-1,-16.84
AACK 035,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,29.52722087,12,F,NA,NA,-4.36,1.2,0,-1,-16.84
AACK 038,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,48.13310693,14,F,NA,NA,-3.6,1.36,0,-1,-16.84
AACK 039,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,265.7588029,24,F,NA,NA,-2.27,2.02,0,-1,-16.84
AACK 040,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,283.7099127,24.5,F,NA,NA,-2.26,1.86,0,-1,-16.84
AACK 041,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,386.0478651,27,M,NA,NA,-2.33,1.96,0,-1,-16.84
AACK 043,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,265.7588029,24,F,NA,NA,-2.4,1.57,0,-1,-16.84
AACK 045,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,248.6011573,23.5,F,NA,NA,-2.86,1.55,0,-1,-16.84
AACK 046,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,568.1310343,30.5,M,NA,NA,-1.89,1.86,0,-1,-16.84
AACK 047,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,216.5891042,22.5,M,NA,NA,-2.38,1.67,0,-1,-16.84
AACK 048,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Skye,LM_Skye,09/02/2024,2024,Wrasse,232.2176698,23,F,NA,NA,-2.28,1.89,0,-1,-16.84
AACW 001,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,149.1018764,20,NA,NA,NA,-2.53,1.59,0,-1,-17.24
AACW 003,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,81.02930722,16.5,NA,NA,NA,-5,0.94,0,-1,-17.24
AACW 004,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,126.7263533,19,NA,NA,NA,-3.65,1.24,0,-1,-17.24
AACW 005,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,81.02930722,16.5,NA,NA,NA,-4.15,1.36,0,-1,-17.24
AACW 008,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,116.4534614,18.5,NA,NA,NA,-3.3,1.06,0,-1,-17.24
AACW 009,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,53.7965704,14.5,NA,NA,NA,-4.32,1.1,0,-1,-17.24
AACW 010,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,116.4534614,18.5,NA,NA,NA,-3.72,1.35,0,-1,-17.24
AACW 011,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,81.02930722,16.5,NA,NA,NA,-4.54,1.08,0,-1,-17.24
AACW 012,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,59.90006779,15,NA,NA,NA,-4.35,1.31,0,-1,-17.24
AACW 013,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,97.64469136,17.5,NA,NA,NA,-4.02,1.24,0,-1,-17.24
AACW 015,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,33.60645971,12.5,NA,NA,NA,-4.63,1.04,0,-1,-17.24
AACW 016,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,81.02930722,16.5,NA,NA,NA,-4.6,0.86,0,-1,-17.24
AACW 017,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,48.13310693,14,NA,NA,NA,-4.85,0.95,0,-1,-17.24
AACW 018,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,89.07197938,17,NA,NA,NA,-4.11,0.95,0,-1,-17.24
AACW 020,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,97.64469136,17.5,NA,NA,NA,-4.02,1.41,0,-1,-17.24
AACW 021,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,73.4984817,16,NA,NA,NA,-4.61,0.69,0,-1,-17.24
AACW 022,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,106.7657275,18,NA,NA,NA,-4.47,1.09,0,-1,-17.24
AACW 023,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,38.05558912,13,NA,NA,NA,-5,0.94,0,-1,-17.24
AACW 024,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,89.07197938,17,NA,NA,NA,-5.19,0.98,0,-1,-17.24
AACW 025,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,48.13310693,14,NA,NA,NA,-4.1,0.98,0,-1,-17.24
AACW 026,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,106.7657275,18,NA,NA,NA,-4.32,1.31,0,-1,-17.24
AACW 027,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,89.07197938,17,NA,NA,NA,-4.01,1.28,0,-1,-17.24
AACW 029,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,59.90006779,15,NA,NA,NA,-5.26,0.97,0,-1,-17.24
AACW 031,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,53.7965704,14.5,NA,NA,NA,-4.72,1,0,-1,-17.24
AACW 032,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,73.4984817,16,NA,NA,NA,-5.08,1,0,-1,-17.24
AACW 034,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Skye,SM_Skye,09/02/2024,2024,Wrasse,59.90006779,15,NA,NA,NA,-4.01,1.09,0,-1,-17.24
AAGO 003,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-3.07,1.64,0,-1,-17.2
AAGO 004,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,40.98689464,13.5,NA,NA,NA,-2.61,1.44,0,-1,-17.2
AAGO 006,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,45.77879174,14,NA,NA,NA,-2.35,1.55,0,-1,-17.2
AAGO 007,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,28.65009071,12,NA,NA,NA,-3.4,1.71,0,-1,-17.2
AAGO 008,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-3.37,1.51,0,-1,-17.2
AAGO 013,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,21.99061827,11,NA,NA,NA,-4.26,1.52,0,-1,-17.2
AAGO 014,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,45.77879174,14,NA,NA,NA,-2.6,1.56,0,-1,-17.2
AAGO 016,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,32.43596115,12.5,NA,NA,NA,-3.54,1.21,0,-1,-17.2
AAGO 019,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,25.17276393,11.5,NA,NA,NA,-4.31,1.43,0,-1,-17.2
AAGO 020,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-3.7,1.57,0,-1,-17.2
AAGO 023,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,28.65009071,12,NA,NA,NA,-2.81,0.92,0,-1,-17.2
AAGO 024,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,40.98689464,13.5,NA,NA,NA,-2.45,1.78,0,-1,-17.2
AAGO 028,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-3.17,1.55,0,-1,-17.2
AAGO 031,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,32.43596115,12.5,NA,NA,NA,-3.9,1.01,0,-1,-17.2
AAGO 032,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-2.3,1.6,0,-1,-17.2
AAGO 033,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-2.58,1.66,0,-1,-17.2
AAGO 034,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,32.43596115,12.5,NA,NA,NA,-4.36,1.49,0,-1,-17.2
AAGO 035 V,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,36.54376026,13,NA,NA,NA,-2.15,1.6,0,-1,-17.2
AAGO 038,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,32.43596115,12.5,NA,NA,NA,-2.23,1.73,0,-1,-17.2
AAGO 040,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,45.77879174,14,NA,NA,NA,-2.3,1.91,0,-1,-17.2
AAGO 042,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,32.43596115,12.5,NA,NA,NA,-2.81,1.57,0,-1,-17.2
AAGO 045,Fish,N,Goldsinny,Labriformes,Labridae,Ctenolabrus_rupestris,Skye,CR_Skye,09/02/2024,2024,Wrasse,40.98689464,13.5,NA,NA,NA,-2.58,2,0,-1,-17.2
